TransactionID,CustomerName,TransactionDate,AmountSpent,ProductName
139,Oscar Robinson,2022-01-04,203.4,Tablet
140,Charlie Lewis,2023-10-08,246.84,Speaker
141,Charlie Lewis,2023-08-26,842.92,Gaming Console
142,Leo Jones,2023-02-02,807.56,Power Bank
143,Leo Jones,2022-07-23,667.28,Microphone
144,Leo Jones,2022-12-18,473.86,Camera
145,Leo Jones,2023-02-11,378.1,Bluetooth Earbuds
146,Leo Jones,2022-10-24,695.54,Laptop
147,Leo Jones,2023-06-17,480.61,Power Bank
148,Leo Jones,2022-12-30,855.06,Monitor
149,Leo Jones,2023-08-31,708.69,Bluetooth Earbuds
150,Diana Garcia,2023-07-11,810.64,Mouse
151,Diana Garcia,2022-02-26,854.59,Smartphone
152,Diana Garcia,2023-11-29,936.82,Mouse
153,Diana Garcia,2022-02-13,604.22,Camera
154,Diana Garcia,2022-07-17,23.71,Mouse
155,Diana Garcia,2022-06-11,421.25,Mouse
156,Diana Garcia,2023-04-19,209.26,Monitor
157,Diana Garcia,2023-05-06,918.71,Smartwatch
158,Diana Garcia,2023-04-16,610.11,Desk Lamp
159,Diana Garcia,2022-10-25,53.33,Smartphone
160,Diana Garcia,2022-07-27,159.35,Bluetooth Earbuds
161,Diana Garcia,2023-06-14,541.73,External Hard Drive
162,Diana Garcia,2022-01-31,718.96,Charger
163,Victor Williams,2023-05-28,328.05,Bluetooth Earbuds
164,Victor Williams,2023-06-21,994.31,Charger
165,Victor Williams,2022-04-28,709.15,Laptop
166,Victor Williams,2022-07-01,226.66,Mouse
167,Victor Williams,2023-01-11,266.96,Keyboard
168,Victor Williams,2023-01-21,302.41,Bluetooth Earbuds
169,Victor Williams,2022-11-21,347.41,Smartphone
170,Victor Williams,2023-09-23,427.4,Gaming Console
171,Victor Williams,2023-11-05,242.47,Wireless Router
172,Victor Williams,2023-12-19,641.07,Printer
173,Victor Williams,2023-08-15,362.88,Desk Lamp
174,Victor Williams,2023-08-11,290.91,Printer
175,Leo Davis,2023-08-14,618.63,Laptop
176,Leo Davis,2023-05-04,733.01,Power Bank
177,Leo Davis,2022-04-10,630.82,Charger
178,Leo Davis,2022-05-09,674.04,Keyboard
179,Leo Davis,2022-09-18,437.92,Monitor
180,Leo Davis,2023-02-10,854.8,Backpack
181,Leo Davis,2023-05-16,933.97,Speaker
182,Alice Young,2022-12-13,185.29,Smartphone
183,Alice Young,2023-08-29,290.52,Desk Lamp
184,Alice Young,2023-12-16,989.97,Speaker
185,Alice Young,2023-07-02,413.14,External Hard Drive
186,Alice Young,2023-03-03,417.45,Laptop
187,Alice Young,2022-07-31,775.69,Gaming Console
188,Alice Young,2023-02-07,471.47,Charger
189,Alice Young,2023-11-02,710.28,Wireless Router
190,Alice Young,2023-02-13,306.59,Camera
191,Alice Young,2023-01-24,305.97,Camera
192,Alice Young,2023-04-16,440.8,Smartwatch
193,Alice Young,2023-07-25,39.49,Smartwatch
194,Alice Young,2023-05-02,871.06,Tablet
195,Alice Young,2022-01-08,220.3,External Hard Drive
196,Alice Young,2023-01-07,695.94,Monitor
197,Grace Davis,2023-02-25,623.56,Microphone
198,Grace Davis,2023-09-15,541.48,Printer
199,Grace Davis,2022-09-01,881.95,Smartwatch
200,Grace Davis,2023-09-02,303.14,Smartphone
201,Grace Davis,2022-05-13,663.71,Printer
202,Grace Davis,2022-07-31,357.78,Microphone
203,Grace Davis,2023-12-12,722.6,Headphones
204,Grace Davis,2022-06-16,998.53,Laptop
205,Grace Davis,2023-07-07,56.38,Bluetooth Earbuds
206,Grace Davis,2023-04-13,386.44,Desk Lamp
207,Charlie Taylor,2023-11-27,577.31,Speaker
208,Charlie Taylor,2022-06-13,20.72,Keyboard
209,Ivy Sanchez,2023-04-21,384.55,Mouse
210,Ivy Sanchez,2023-07-12,781.07,Printer
211,Ivy Sanchez,2022-07-10,344.43,Tablet
212,Yara Rodriguez,2022-12-20,77.74,Headphones
213,Yara Rodriguez,2023-11-19,842.41,Charger
214,Yara Rodriguez,2023-03-15,843.91,Camera
215,Yara Rodriguez,2022-11-21,113.51,Camera
216,Yara Rodriguez,2022-09-08,483.56,External Hard Drive
217,Yara Rodriguez,2023-12-30,659.08,Bluetooth Earbuds
218,Yara Rodriguez,2023-03-04,223.53,Smartwatch
219,Yara Rodriguez,2022-02-10,510.2,Smartwatch
220,Yara Rodriguez,2023-05-25,721.12,Monitor
221,Yara Rodriguez,2023-09-07,698.69,Backpack
222,Yara Rodriguez,2022-05-31,858.68,Desk Lamp
223,Oscar Walker,2023-10-30,92.98,Gaming Console
224,Oscar Walker,2022-03-17,589.25,Camera
225,Oscar Walker,2023-09-03,544.11,Camera
226,Oscar Walker,2023-05-04,139.11,Smartwatch
227,Oscar Walker,2022-05-31,974.4,Camera
228,Oscar Walker,2023-08-22,361.51,Gaming Console
229,Oscar Walker,2022-02-23,646.72,Monitor
230,Oscar Walker,2022-04-10,100.48,Microphone
231,Oscar Walker,2022-08-31,67.07,Headphones
232,Oscar Walker,2022-01-09,631.76,Desk Lamp
233,Eve Taylor,2023-12-22,553.53,Camera
234,Eve Taylor,2022-06-09,879.02,Wireless Router
235,Eve Martinez,2022-11-07,514.47,Power Bank
236,Eve Martinez,2022-09-19,91.74,Printer
237,Eve Martinez,2023-08-16,314.16,External Hard Drive
238,Eve Martinez,2023-01-13,918.13,Backpack
239,Eve Martinez,2023-02-06,37.76,Bluetooth Earbuds
240,Eve Martinez,2022-09-11,321.14,Printer
241,Eve Martinez,2022-08-25,671.34,Keyboard
242,Eve Martinez,2023-10-25,991.18,Laptop
243,Eve Martinez,2022-11-02,396.45,Speaker
244,Eve Martinez,2022-10-16,121.08,Monitor
245,Eve Martinez,2022-02-26,648.71,Monitor
246,Eve Martinez,2022-06-13,521.48,Laptop
247,Eve Martinez,2022-10-28,854.31,Mouse
248,Eve Martinez,2022-10-20,490.64,Laptop
249,Zane Williams,2023-02-19,391.73,Desk Lamp
250,Zane Williams,2023-07-11,304.01,Monitor
251,Zane Williams,2023-07-05,594.93,Camera
252,Zane Williams,2022-10-20,980.38,Charger
253,Zane Williams,2022-09-25,501.28,Mouse
254,Charlie Allen,2023-06-20,265.83,Smartwatch
255,Charlie Allen,2023-11-30,553.49,Power Bank
256,Charlie Allen,2022-08-06,988.31,Headphones
257,Charlie Allen,2022-04-09,43.06,Smartphone
258,Charlie Allen,2022-04-18,396.56,Laptop
259,Rachel Taylor,2023-09-03,279.08,Gaming Console
260,Rachel Taylor,2022-07-25,858.64,Smartphone
261,Rachel Taylor,2022-05-17,767.82,Gaming Console
262,Rachel Taylor,2022-12-06,786.48,Monitor
263,Rachel Taylor,2023-02-17,525.69,Monitor
264,Rachel Taylor,2023-01-15,670.42,Mouse
265,Rachel Taylor,2022-05-15,869.66,External Hard Drive
266,Rachel Taylor,2023-01-13,707.8,Smartphone
267,Rachel Jones,2022-01-06,821.55,Bluetooth Earbuds
268,Rachel Jones,2023-09-11,163.31,Gaming Console
269,Rachel Jones,2023-02-27,424.12,Tablet
270,Rachel Jones,2023-02-20,621.72,Microphone
271,Rachel Jones,2023-06-14,664.49,Smartphone
272,Rachel Jones,2022-04-29,886.04,Mouse
273,Quinn Young,2023-07-14,757.86,Mouse
274,Quinn Young,2022-05-28,302.78,Power Bank
275,Quinn Young,2023-08-23,272.98,Power Bank
276,Quinn Young,2023-01-20,250.05,Backpack
277,Quinn Young,2023-08-24,813.62,External Hard Drive
278,Quinn Young,2022-11-21,231.22,Gaming Console
279,Quinn Young,2023-08-13,545.56,Camera
280,Quinn Young,2023-10-25,667.93,Smartphone
281,Quinn Young,2023-05-19,91.48,Desk Lamp
282,Quinn Young,2022-10-06,529.61,Smartphone
283,Quinn Young,2023-04-27,115.77,Smartphone
284,Quinn Young,2022-07-16,435.52,Printer
285,Quinn Young,2023-11-05,970.05,Power Bank
286,Quinn Young,2022-05-07,182.62,Mouse
287,Mona Rodriguez,2022-02-21,736.92,Bluetooth Earbuds
288,Mona Rodriguez,2022-12-21,771.6,Gaming Console
289,Mona Rodriguez,2023-09-17,814.93,Bluetooth Earbuds
290,Mona Rodriguez,2023-09-22,469.41,Tablet
291,Mona Rodriguez,2023-08-18,211.19,Mouse
292,Mona Rodriguez,2022-08-07,521.61,Laptop
293,Mona Rodriguez,2022-05-07,949.16,Mouse
294,Mona Rodriguez,2023-08-08,604.97,Smartphone
295,Mona Rodriguez,2023-12-28,268.64,Laptop
296,Mona Rodriguez,2022-02-22,183.07,Monitor
297,Mona Rodriguez,2022-12-22,415.97,Wireless Router
298,Mona Rodriguez,2022-11-25,53.47,Monitor
299,Mona Rodriguez,2022-08-22,696.12,Power Bank
300,Oscar King,2023-12-26,686.16,Mouse
301,Oscar King,2022-05-04,828.41,Power Bank
302,Oscar King,2023-10-25,510.46,Gaming Console
303,Oscar King,2022-01-12,649.39,External Hard Drive
304,Oscar King,2022-05-02,305.4,Wireless Router
305,Oscar King,2022-10-23,467.45,Wireless Router
306,Oscar King,2023-11-06,915.77,Keyboard
307,Oscar King,2022-03-17,573.35,Microphone
308,Oscar King,2022-03-14,726.73,Printer
309,Oscar King,2022-01-28,789.68,Wireless Router
310,Paul Young,2022-04-06,300.87,Backpack
311,Paul Young,2022-07-23,388.7,Keyboard
312,Paul Young,2022-06-15,24.61,Charger
313,Paul Young,2022-08-01,588.87,Wireless Router
314,Paul Young,2022-03-11,889.52,Bluetooth Earbuds
315,Paul Young,2023-01-07,800.14,Microphone
316,Paul Young,2023-08-06,212.74,Speaker
317,Diana Robinson,2022-11-27,654.18,Printer
318,Diana Robinson,2023-12-30,223.92,Tablet
319,Diana Robinson,2022-11-05,935.36,Keyboard
320,Diana Robinson,2022-02-03,155.92,Smartphone
321,Diana Robinson,2022-12-10,456.81,Gaming Console
322,Diana Robinson,2023-04-15,300.12,Monitor
323,Eve Johnson,2023-10-12,888.7,Smartwatch
324,Eve Johnson,2022-09-10,247.57,Backpack
325,Eve Johnson,2022-03-25,259.79,Printer
326,Eve Johnson,2023-08-17,878.4,Mouse
327,Eve Johnson,2023-05-06,19.1,Gaming Console
328,Eve Johnson,2022-12-09,601.93,Wireless Router
329,Eve Johnson,2023-09-09,208.99,Gaming Console
330,Eve Johnson,2023-09-14,406.61,Charger
331,Eve Johnson,2022-11-18,131.39,Desk Lamp
332,Eve Johnson,2023-01-05,81.89,Desk Lamp
333,Eve Johnson,2022-02-17,504.86,Tablet
334,Eve Johnson,2022-06-06,260.66,Wireless Router
335,Eve Johnson,2023-09-24,981.64,Headphones
336,Eve Johnson,2022-06-15,519.7,Monitor
337,Frank Johnson,2022-07-28,923.42,Desk Lamp
338,Frank Johnson,2023-10-02,120.35,Smartwatch
339,Frank Johnson,2022-10-21,844.88,Printer
340,Frank Johnson,2023-09-03,860.73,Monitor
341,Frank Johnson,2023-04-17,152.7,Smartphone
342,Frank Johnson,2023-01-11,628.03,Mouse
343,Frank Johnson,2023-04-09,459.36,Camera
344,Frank Johnson,2023-10-18,152.32,Bluetooth Earbuds
345,Frank Johnson,2022-08-19,531.08,Printer
346,Frank Johnson,2022-12-24,875.42,Power Bank
347,Frank Johnson,2022-04-12,60.27,Wireless Router
348,Frank Johnson,2023-12-15,36.63,Backpack
349,Tina Williams,2022-08-02,468.6,Printer
350,Tina Williams,2023-12-11,364.31,Backpack
351,Tina Williams,2023-03-22,164.48,Tablet
352,Tina Williams,2022-05-11,505.81,Desk Lamp
353,Tina Williams,2023-08-21,727.71,Power Bank
354,Tina Williams,2022-01-20,131.52,Microphone
355,Tina Williams,2023-08-12,80.88,Keyboard
356,Tina Williams,2022-11-24,456.64,Keyboard
357,Tina Williams,2023-06-17,633.06,Monitor
358,Tina Williams,2022-08-31,128.61,Charger
359,Tina Williams,2023-08-25,159.95,Microphone
360,Tina Williams,2023-06-15,849.89,Mouse
361,Tina Williams,2022-03-24,820.19,Printer
362,Sam Jones,2023-11-30,871.47,Gaming Console
363,Sam Jones,2022-12-23,829.19,Tablet
364,Sam Jones,2023-04-11,826.28,Power Bank
365,Sam Jones,2023-02-28,561.38,External Hard Drive
366,Sam Jones,2023-04-29,431.06,Mouse
367,Sam Jones,2023-10-13,261.79,Laptop
368,Sam Jones,2022-05-29,704.83,Gaming Console
369,Sam Jones,2023-10-03,510.88,Charger
370,Sam Jones,2023-04-20,776.85,Power Bank
371,Sam Jones,2023-06-06,990.56,Backpack
372,Sam Jones,2023-11-13,394.96,Desk Lamp
373,Sam Jones,2022-06-26,313.07,Mouse
374,Sam Jones,2022-06-02,268.4,Monitor
375,Sam Jones,2022-12-01,326.92,Backpack
376,Diana Smith,2023-11-15,128.09,Printer
377,Diana Smith,2022-01-10,24.02,Keyboard
378,Diana Smith,2022-06-04,498.3,Camera
379,Diana Smith,2023-06-15,702.32,Microphone
380,Diana Smith,2023-11-15,591.88,Smartwatch
381,Diana Smith,2023-12-25,853.04,Smartwatch
382,Diana Smith,2023-10-25,603.13,Keyboard
383,Diana Smith,2023-05-10,80.45,Bluetooth Earbuds
384,Quinn Brown,2022-08-25,922.28,External Hard Drive
385,Quinn Brown,2023-09-24,932.8,Smartwatch
386,Quinn Brown,2022-04-14,634.54,Monitor
387,Quinn Brown,2023-09-02,94.43,Gaming Console
388,Quinn Brown,2023-04-07,849.0,Speaker
389,Quinn Brown,2022-08-05,389.13,Wireless Router
390,Frank Walker,2022-10-24,223.2,Microphone
391,Frank Walker,2023-06-11,564.1,Mouse
392,Frank Walker,2022-02-05,697.35,Smartphone
393,Frank Walker,2023-10-15,301.89,Smartphone
394,Frank Walker,2022-11-16,502.74,Wireless Router
395,Frank Walker,2022-03-30,460.39,Backpack
396,Frank Walker,2022-12-09,448.55,Smartwatch
397,Frank Walker,2023-12-01,493.85,Keyboard
398,Frank Walker,2023-08-17,512.54,External Hard Drive
399,Frank Walker,2022-03-10,524.52,Microphone
400,Frank Walker,2022-02-26,222.53,Smartphone
401,Frank Walker,2022-07-02,563.99,Printer
402,Frank Walker,2023-03-19,20.18,Printer
403,Xander Anderson,2023-07-03,92.87,Bluetooth Earbuds
404,Alice Brown,2022-12-27,812.81,Printer
405,Alice Brown,2023-03-15,702.41,External Hard Drive
406,Alice Brown,2022-06-04,99.94,Monitor
407,Alice Brown,2023-10-14,770.29,Charger
408,Alice Brown,2022-02-06,975.72,Bluetooth Earbuds
409,Alice Brown,2023-05-29,308.76,Printer
410,Alice Brown,2022-07-08,964.72,Camera
411,Alice Brown,2023-07-08,880.25,Tablet
412,Alice Brown,2022-07-20,462.27,Charger
413,Alice Brown,2023-07-11,373.38,Printer
414,Alice Brown,2023-12-27,249.53,Speaker
415,Alice Brown,2022-05-11,636.9,Mouse
416,Alice Brown,2022-10-28,547.71,Smartwatch
417,Sam Rodriguez,2022-08-05,463.74,Wireless Router
418,Sam Rodriguez,2023-09-01,141.92,Charger
419,Sam Rodriguez,2023-10-28,630.45,Gaming Console
420,Sam Rodriguez,2022-04-11,220.26,Bluetooth Earbuds
421,Sam Rodriguez,2023-07-11,626.6,Gaming Console
422,Sam Rodriguez,2022-03-12,246.08,External Hard Drive
423,Sam Rodriguez,2023-05-18,699.7,Power Bank
424,Sam Rodriguez,2023-10-29,163.84,Smartwatch
425,Diana Rodriguez,2022-10-18,548.32,Wireless Router
426,Diana Rodriguez,2023-01-05,642.78,Tablet
427,Diana Rodriguez,2023-09-19,708.09,Smartphone
428,Diana Rodriguez,2022-01-07,844.7,External Hard Drive
429,Diana Rodriguez,2023-04-25,895.5,Keyboard
430,Diana Rodriguez,2023-08-25,872.53,Desk Lamp
431,Diana Rodriguez,2023-09-10,245.55,Charger
432,Uma Walker,2022-07-28,145.62,Microphone
433,Uma Walker,2023-10-27,636.24,Headphones
434,Uma Walker,2023-04-25,799.54,Wireless Router
435,Uma Walker,2022-07-15,911.49,Backpack
436,Uma Walker,2023-04-10,342.13,Charger
437,Uma Walker,2022-06-25,246.32,Charger
438,Uma Walker,2022-12-05,563.6,Power Bank
439,Uma Walker,2023-07-06,448.81,Printer
440,Uma Walker,2023-11-07,260.27,Charger
441,Uma Walker,2022-07-02,436.09,Desk Lamp
442,Charlie Jones,2022-10-17,594.22,Laptop
443,Charlie Jones,2023-06-15,185.37,Bluetooth Earbuds
444,Charlie Jones,2023-07-15,412.42,Smartphone
445,Charlie Jones,2023-03-04,868.31,Speaker
446,Charlie Jones,2022-12-10,284.11,Laptop
447,Charlie Jones,2023-04-29,702.93,Camera
448,Charlie Jones,2023-10-28,612.79,Printer
449,Charlie Jones,2022-01-06,298.79,Printer
450,Charlie Jones,2022-06-13,397.92,Bluetooth Earbuds
451,Charlie Jones,2023-08-01,10.78,Camera
452,Charlie Jones,2022-02-09,461.72,External Hard Drive
453,Charlie Jones,2022-07-02,505.08,Desk Lamp
454,Charlie Jones,2022-03-02,232.21,Bluetooth Earbuds
455,Xander Smith,2022-03-27,128.63,Power Bank
456,Xander Smith,2023-11-19,440.16,Charger
457,Oscar Anderson,2022-03-03,434.47,Power Bank
458,Oscar Anderson,2022-06-21,811.06,Charger
459,Oscar Anderson,2022-03-30,955.1,Backpack
460,Oscar Anderson,2023-03-02,904.9,Speaker
461,Oscar Anderson,2022-05-20,278.23,Wireless Router
462,Oscar Anderson,2022-06-13,399.7,Charger
463,Oscar Anderson,2023-08-15,997.9,Keyboard
464,Oscar Anderson,2023-04-03,480.86,Speaker
465,Oscar Anderson,2023-08-29,899.26,Mouse
466,Oscar Anderson,2022-07-09,334.2,Desk Lamp
467,Grace Anderson,2022-11-15,375.47,Tablet
468,Grace Anderson,2023-07-20,631.23,Wireless Router
469,Grace Anderson,2022-12-29,742.8,Camera
470,Grace Anderson,2022-08-24,493.56,Printer
471,Grace Anderson,2022-01-06,708.57,Charger
472,Grace Anderson,2023-01-15,721.57,Speaker
473,Grace Anderson,2023-10-26,349.52,Desk Lamp
474,Grace Anderson,2022-01-25,254.92,Headphones
475,Grace Anderson,2023-05-01,554.76,Charger
476,Hank Moore,2023-05-02,58.82,Printer
477,Hank Moore,2023-05-04,201.69,Speaker
478,Hank Moore,2023-02-11,495.33,Tablet
479,Hank Moore,2023-02-28,929.41,Camera
480,Hank Moore,2023-12-19,779.98,Microphone
481,Hank Moore,2023-04-27,132.35,Tablet
482,Hank Moore,2022-07-25,116.06,Camera
483,Hank Moore,2022-07-06,784.0,External Hard Drive
484,Hank Moore,2022-04-20,900.64,Tablet
485,Bob Perez,2023-12-21,321.29,Headphones
486,Bob Perez,2022-09-26,725.2,Smartphone
487,Bob Perez,2023-08-17,574.73,Wireless Router
488,Bob Perez,2022-10-13,470.0,Laptop
489,Bob Perez,2023-03-18,667.32,Backpack
490,Bob Perez,2022-10-30,914.78,Laptop
491,Bob Perez,2022-02-22,810.86,External Hard Drive
492,Bob Perez,2023-02-06,966.88,Laptop
493,Bob Perez,2023-03-30,33.48,Laptop
494,Diana Young,2022-10-11,850.05,Bluetooth Earbuds
495,Diana Young,2023-07-31,510.56,Keyboard
496,Diana Young,2022-12-12,416.75,Bluetooth Earbuds
497,Diana Young,2022-10-06,769.98,Keyboard
498,Diana Young,2022-04-08,91.64,Speaker
499,Diana Young,2022-11-19,337.67,Smartphone
500,Diana Young,2022-01-22,248.85,Smartwatch
501,Diana Young,2023-11-29,964.96,Bluetooth Earbuds
502,Diana Young,2022-03-16,631.91,Printer
503,Diana Young,2023-01-14,240.61,Tablet
504,Diana Young,2022-07-13,127.17,External Hard Drive
505,Diana Young,2023-06-12,663.29,External Hard Drive
506,Diana Young,2022-09-04,678.69,Desk Lamp
507,Diana Young,2022-09-19,276.08,Bluetooth Earbuds
508,Diana Young,2022-02-13,406.42,Camera
509,Wendy Robinson,2022-01-29,560.07,Keyboard
510,Wendy Robinson,2023-09-02,456.96,Speaker
511,Wendy Robinson,2023-07-10,145.8,Backpack
512,Wendy Robinson,2023-07-04,785.36,Printer
513,Wendy Robinson,2023-06-28,996.65,Bluetooth Earbuds
514,Wendy Robinson,2023-05-07,867.03,Microphone
515,Wendy Robinson,2023-01-07,724.74,Monitor
516,Diana Smith,2023-10-01,536.47,Wireless Router
517,Diana Smith,2023-01-18,756.11,Monitor
518,Diana Smith,2022-08-26,884.04,Camera
519,Diana Smith,2022-05-13,235.09,Charger
520,Diana Smith,2023-11-22,316.2,Printer
521,Diana Smith,2023-12-19,107.25,Tablet
522,Diana Smith,2023-10-14,435.33,Monitor
523,Diana Smith,2023-10-20,524.6,Monitor
